rank,word,reading_kana,reading_romaji,part_of_speech,meaning,labels,example_1,example_2,example_3
113,飛行場,ひこうじょう,hikoujou,Noun,airfield; airport,jlpt_n4,"私は彼らを見送りに飛行場まで行った

I went to the airport to see them off.","嵐のせいで多くの飛行機が飛行場を飛びたてなかった

The storm prevented many planes from leaving the airport.","父がついでに私を飛行場まで送ってくれることになっている

My father is dropping me off at the airport along the way."
114,開く,ひらく,hiraku,"Verb, Godan verb, Intransitive verb, Transitive verb",to open; to undo; to unseal; to unpack,jlpt_n4,"鍵開かない

I am trying to unlock a warehouse that has not been used for a while, but the lock won’t open.","いる。

Opposition political parties are meeting daily in an effort to strengthen their solidarity ahead of the upcoming election.","違うことがあるので、注意しなければならない。

It is important to be cautious because gestures can mean completely different things depending on the country and the culture."
115,拾う,ひろう,hirou,"Verb, Godan verb, Transitive verb",to pick up,jlpt_n4,"をいくつか拾うと、きれいに砂を払い落としてポケットに入れた。思い出として持ち帰り、海から離れた私たちの家の小さなリビングに飾っておくということだ。

My husband, who loves the ocean, picked up a few well-shaped, beautiful shells at the edge of the surf, neatly dusted off the sand and put them in his pocket. He would take them home as a memento and display them in our small living room far away from the ocean.","が長い。

Even though I am a member of the tennis club, as a new first-year member-in-training, I spend more time “picking up balls” than hitting them.","危ないですから俺が拾いますよ大丈夫だからいたっほらいわんこっちゃない

""That's dangerous, I'll clear it up."" ""It's OK ... Ouch!"" ""Look, didn't I tell you so?"""
116,昼間,ひるま,hiruma,Noun,daytime; during the day,jlpt_n4,"祖父家裏山木々鬱蒼生い茂り林中昼間薄暗かった

The hill behind my grandfather’s house, which I visited as a child, was thickly overgrown with trees, and the wood was dark even in the daytime.","平日昼間大地震帰宅難民大量発生する

When a major earthquake strikes during the daytime on a weekday in a city, public transportation stops, leaving large numbers of commuters stranded.","よい。

With the beginning of October, some days are still hot but in the evenings, the cool breeze is pleasant."
117,昼休み,ひるやすみ,hiruyasumi,Noun,lunch break; noon recess; noon rest period,jlpt_n4,"でいいね。午後はやること

My colleagues and I were rather noisy when we returned to the office after a convivial lunch break. One of our senior colleagues made a snide remark along the lines of: “Young people are so carefree. We have a pile of work to do this afternoon, so try not to doze off.”","いる。

During the lunch break from 12:00 hrs to 13:00 hrs at city hall, staff members take turns tending the counter on a daily basis.","いる。

At lunch break, the schoolyard is filled with students who have run out of the school building to play dodgeball, soccer, etc. to their heart’s content."
118,久しぶり,ひさしぶり,hisashiburi,"Noun, Adjective, な-adjective",after a long time,jlpt_n4,"と再会した。

At a high school reunion, I reconnected with my former teachers and friends for the first time in many years.","おらず、予定が何もない。

I don’t have to work my part-time job this weekend, and my schedule is open for the first time in a long time.","元気そうだった。

I saw an old friend at a high school reunion for the first time in a long time, and she looked as lively as ever."
119,褒める,ほめる,homeru,"Verb, Ichidan verb, Transitive verb",to praise,jlpt_n4,"しつけられた。そのおかげで、

When I was a child, my grandmother strictly enforced table manners and dining etiquette. Because of this, I am often praised for my beautiful table manners and dining etiquette.","ならない。日本人と話しても、言いたいことを理解してもらえないことが多い。だから、「日本語が

I have lived in Japan for 10 years, but my Japanese has not improved at all. When I talk to Japanese people, they often do not understand what I am trying to say. So, when someone compliments me on my Japanese, saying, “Your Japanese is very good,” I can only assume that they are flattering me.","いるつもりのようだが、「お弁当おいしそう。

A junior colleague who joined the company this year may think she is complimenting me, but she tends to say more than she needs to, making superfluous remarks. For example, she said, “Your box lunch looks delicious. You can cook better than I expected.” or “Your skin looks beautiful, given your age.”"
120,翻訳,ほんやく,honyaku,"Noun, Suru verb",translation,jlpt_n4,"の通訳には勝てない。

No matter how accurate machine translation becomes, it cannot beat human interpretation.","が上がってきている。

Twenty years ago, automatic translation systems often created sentences that made no sense, but nowadays they are much more accurate.","の文がある。英訳と日本語の原文を対照してみると、視点が

One of the most frequently cited examples of difficulties in translation is witnessed in the opening sentence of Kawabata Yasunari’s novel Snow Country. The differences in perspectives become apparent when contrasting the Japanese original text with its translated English text. In the original Japanese text, the reader is interpreted as being on the same train as the protagonist whereas in the translated English text, the reader is observing from outside the train."
121,星,ほし,hoshi,Noun,star,jlpt_n4,"芝生寝転がり夜空光り輝く星眺めた

I laid down on the turf and gazed at the stars shining in the sky.","が広がっていた。

After walking along the dark mountain path for a while, I looked up and saw a star-filled sky.","すぐに定員オーバーになる。

The summer stargazing event organized by the science museum in the ward is a popular event every year, and registrations fill up immediately after enrollment begins."
122,ほとんど,,hotondo,Adverbial Noun,mostly,jlpt_n4,"が、中には食べ物らしい食べ物はほとんど何もなかった。

On a weekend morning, I was hungry and opened the refrigerator, but there was hardly anything that looked like real food inside.","まであくせくと働き、自分のための自由な時間はほとんど取れない。

I work hard from morning to night to support my family, so I hardly have any free time to myself.","いく。

Since gravity has little effect in space, the muscles that support the body are used less, and muscle strength gradually declines."
123,法律,ほうりつ,houritsu,Noun,law,jlpt_n4,"が止まらないのは法律違反である。

It is against the law for a car not to stop when someone is trying to cross at a crosswalk.","される。

The new law will take effect on the day it is promulgated.","でも結婚することはできる。

It may seem premature, but from a legal standpoint, high school students can marry each other."
124,放送,ほうそう,housou,"Noun, Suru verb",to broadcast,jlpt_n4,"している。公共放送のニュース番組では番組の

Fraud in which people impersonate bank employees or police officers to swindle people out of their cash cards is rampant. Public broadcasting news programs have established a section in one of their programs where the newscaster, citing specific examples of fraudulent tactics, repeatedly warns people not to hand over their cards or PINs to strangers under any circumstances in order to avoid being scammed.","に設立された。

The Japan Broadcasting Corporation, a special public corporation, was established in 1950 under the Broadcast Law.","情報化社会は急速に進展する。

The information society is advancing rapidly. Subtitles, sign language, and audio description are indispensable for people with visual and hearing disabilities to benefit from information."
125,一度,いちど,ichido,Noun,once; one time; on one occasion,jlpt_n4,"やりたいことはあきらめず挑戦することが大切だ。なぜなら人生は一度きりなのだから。

It is important not to give up on your aspirations. After all, you only live once.","を貸してほしいと言ってきた。あきれて

I lent money to a friend three times, but never received it back. Now the friend wants me to lend him money again and I am appalled to the point of being speechless.","みたい目標である。

For mountaineers, climbing to the summit of Mount Everest is a challenge they all hope to conquer someday."
126,以外,いがい,igai,Noun,with the exception of; excepting,jlpt_n4,"を及ぼす以外の何ものでもない。

As the saying goes, “a hundred harms, not a single gain”: cigarettes do nothing but harm the human body.","の特設会場でも書類を受け付けている。

In the city where I live, only during the filing period are income tax returns accepted not only at the tax office but also at a special venue on the first floor of the city hall.","ことはできない。

A company cannot terminate employees without rational reasons."
127,医学,いがく,igaku,Noun,medical science; medicine,jlpt_n4,"酵素が発見されて、医学界で話題となっている。

An enzyme that prevents cellular aging has been discovered, and it is now a hot topic in the field of medicine.","医学部を卒業したからといって、すぐに医者として活躍できるわけではない。最初の

Graduating from medical school does not mean that one can immediately start working as a clinician. During the first few years, one must gain experience in several specialties as a “fledgling doctor” or a resident.","いる。

Radiology books contain detailed explanations of various diagnostic imaging techniques, along with examples of images from magnetic resonance imaging (MRI) and other devices."
128,いじめる,,ijimeru,"Verb, Ichidan verb, Transitive verb",to tease,jlpt_n4,"だったものがある。

Some original versions of fairy tales with happy endings involve a revenge-based storyline in which the heroes overcome the villains who bullied them by subjecting them to ordeals.","彼は猫をいじめて喜んだ

He took delight in teasing the kitten.","彼は弟をさんざんいじめた

He knocked his brother about."
129,以上,いじょう,ijou,"Noun, Adverbial Noun",... and more; ... and upwards​,jlpt_n4,"になってしまった。

I have neglected watering my garden for about a week. Consequently, more than half of flowers in my flowerbed have withered.","たっても終わらない。予想以上に

The meeting was supposed to last one hour, but after two hours it was not over. The meeting had dragged on longer than we expected.","川は想像以上に流れが速く、深いので、注意が必要だ。

The river flows faster and deeper than one might imagine, so caution is advised."
130,以下,いか,ika,Noun,not exceeding,jlpt_n4,"首相官邸会合開かれたり各国首脳会談行われる

Meetings and press conferences, as well as top-level conferences with heads of state and welcome receptions, are held at the prime minister’s official residence.","の動物園が多い。

Many zoos offer free admission to elementary school students or visitors younger than 6 years of age.","である。

Freshwater is water from lakes and rivers with a salinity of approximately 0.1% or less."
131,意見,いけん,iken,"Noun, Verb, Suru verb",opinion; view; comment,jlpt_n4,"批判する。

My boss is mercilessly critical of those people whose opinions differ from his own.","の意見になびきがちだが、何が正しいかを自分でよく考えて物事を判断する必要がある。

People tend to be swayed by the majority opinion, but they need to think carefully for themselves about what is right and make their own judgment in the matter.","のはなかなか難しい。

It is quite difficult for one person to express disagreement with an opinion that everyone else agrees with."
132,生き物,いきもの,ikimono,Noun,living thing,jlpt_n4,"全ての生き物は生き延びるための本能的衝動を持っている

All forms of life have an instinctive urge to survive.","人間は感情の生き物である

Man is a creature of emotion.","人間はいわば感情に左右される生き物である

Human beings are emotional creatures, so to speak."
133,生きる,いきる,ikiru,"Verb, Ichidan verb, Intransitive verb",to live,jlpt_n4,"を失ってしまうものである。

People lose the will to live when their efforts are not fairly evaluated no matter how hard they try.","ヨーロッパから来た留学生に、日本人は仕事のために生きているのかと(問われた:とわれた)ことがある。

An international student from Europe once asked me whether the Japanese live for the sake of work.","を感じる。

We admire weeds that grow strongly even when trampled underfoot."
134,以内,いない,inai,"Noun, Suffix",within,jlpt_n4,"に商品が届くことが多いので、とても便利だ。

E-commerce sites are very convenient, because, when items are in stock, they generally arrive within a week at the latest.","にメールでご連絡いたします。」という

When I ordered an item on the Internet, I received a message displayed on the screen: “We will check the availability of the item and contact you by email within two days.”","を探している。

I am looking for a room within a 30-minute commute to my corporate office."
135,田舎,いなか,inaka,Noun,countryside,jlpt_n4,"にもずいぶん慣れてきた。

It has been a year since I moved here, and I have become quite accustomed to rural life.","から両親が遊びに来る予定だ。

My parents will be visiting from the country next week.","が届いた。

I received a care package from my mother, who lives in the country. Inside the package I found rice and vegetables from her field."
136,祈る,いのる,inoru,"Verb, Godan verb, Transitive verb",to pray,jlpt_n4,"祈る合否開けた

I opened  the sealed envelope informing me of my acceptance or rejection, praying that I had been accepted.","がいくつもある。

In Japan, there are a number of events, such as Shichi-Go-San, aimed at praying for the healthy growth of children.","お宮参りで訪れたさん夫妻は子どもが健やかに育つことを祈りましたと話していた

The couple who came on a shrine visit, Kouji Oonishi (40) and his wife Yukie (34) said, ""We prayed that our child would grow up healthily."""
137,いっぱい,,ippai,"Noun, Adjective, な-adjective, Adverb",full,jlpt_n4,"明日冬旅行鞄厚手他物入らない

I am preparing for a business trip starting tomorrow, but since it is winter, my travel bag is filled with thick clothes and it is difficult to fit other items in.","飲むことにした。

I had toast and a salad for breakfast, but I decided to have a glass of milk as well, thinking that it would increase the nutritional value.","いる。

At lunch break, the schoolyard is filled with students who have run out of the school building to play dodgeball, soccer, etc. to their heart’s content."
138,色んな,いろんな,ironna,Pre-noun adjectival,various,jlpt_n4,"のロボットはいろんな地形を走れるすごいやつです

Boston Dynamic's robot, RHex, is an amazing piece of work that can run over various terrains.","半角カタカナをインターネット上の色んな所で使えばいつか顰蹙をかいまくる事になるよ

If you go around the Internet, using half-width katakana in various places, eventually you're going to end up pissing off a lot of people.","木からはいろんな物が作られる

Wood is made into various kinds of articles."
139,石,いし,ishi,Noun,stone,jlpt_n4,"のものもある。

Some ores are metals, such as gold and silver, while others are nonmetals, such as lime and gypsum.","として有名なところだ。今でも

The Iwami Ginzan Silver Mine in Shimane Prefecture is famous as a mining ruin. The tunnels previously used for mining silver ore still exist underground.","でよく手を洗う。

Wash hands well with soap before eating."
140,急ぐ,いそぐ,isogu,"Verb, Godan verb, Intransitive verb",to hurry; to rush; to hasten; to make something happen sooner,jlpt_n4,"から、そんなに急がなくてもいい。

If we leave now, we will easily arrive in time. So, there is no need to be in such a hurry.","は自分は悪くないとばかりに抗弁してくる。

Even when I criticise my subordinate with the intention of giving him guidance, he contradicts me as if to say that he is not at fault.","である。

When I heard that my grandmother was in critical condition, I rushed from Tokyo to my parents’ house in Kobe. However, I did not get there in time to see her pass away, and even now, three years later, I still have deep regrets about it."
141,一生懸命,いっしょうけんめい,isshoukenmei,"Noun, Adverbial Noun, Adjective, な-adjective",very hard; with utmost effort,jlpt_n4,"を失ってしまうものである。

People lose the will to live when their efforts are not fairly evaluated no matter how hard they try.","をした。

I worked hard studying the stock market, but things did not go in accordance with theory, and I ended up losing a lot of money.","責任をとって辞任した。

The President resigned, taking responsibility for causing the economic crisis in the country."
142,頂く,いただく,itadaku,"Verb, Godan verb, Transitive verb",(humble) to receive,jlpt_n4,"そちら様のお電話番号をいただけますか

May I please have your telephone number?","傍目八目という言葉があるように一度協会から離れて日本サッカーをみて頂きたい

Like the saying that things are seen clearest from outside I wish he'd leave the association for a time and take a look at Japanese soccer.","私の駄文を見ていただきありがとうございます

Thank you for looking at my poor scribblings."
143,致す,いたす,itasu,"Verb, Godan verb, Transitive verb",(humble) to do,jlpt_n4,"他のホテルを紹介いたしましょうか

May I recommend another hotel?","他に必要な情報がありましたらお送りいたします

If you need more information, we are happy to send it.","贈り物としてお包み致しましょうか

Do you want me to wrap it up as a gift?"
144,糸,いと,ito,Noun,thread,jlpt_n4,"に出会うとだろう告げられた。

When I had my palm read by a fortune teller, she told me that this year I would probably meet the man of my dreams, to whom I am tied with a red thread of destiny.","で売っている。

The handcraft section of a 100-yen store sells small packets of various materials such as felt, ribbons, yarn, and buttons.","が伝わらない。

When talking on a string telephone, the string must be pulled tight to enable the transmission of sound."
145,ジャム,,jamu,"Noun, Katakana",jam,jlpt_n4,"は、ジャムをぬったトーストとコーヒーに決めている。

I make it a rule to eat toast with jam and coffee for  breakfast.","食べるのが好きだ。

I like to spread butter on toast and eat it with lots of jam on top.","私はトーストにジャムを薄く塗るのが好きです

I like to spread my toast thinly with jam."
146,字,じ,ji,Noun,character,jlpt_n4,"がないか、何度も見直した。

Before submitting my résumé to the company, I reviewed it many times for typographic errors.","ずつとってつけられた。

I was named after both my parents; one kanji (Chinese character) from each parent’s name was taken to create my name.","は売り上げを伸ばしている。

The confectionery manufacturer had been in the red for five years; however, a major revision of its business plan brought it back into profit last year and, since then, sales have been increasing."
147,時代,じだい,jidai,Noun,period,jlpt_n4,"になってしまった。

For a year or two after I graduated from college, I kept in touch with some of my college friends, but as I got busier with work, I tended to lose touch with them, and recently we have completely lost contact.","いた。

In the days when rice was harvested by hand, farmers worked in the fields with all of their family members.","を採集して食料にしていたようだ。

It appears that the people who lived during the Jomon period gathered acorns and other nuts for food."
148,事故,じこ,jiko,Noun,accident,jlpt_n4,"に、飲酒運転による交通事故をなくそう。

We strive hard to eradicate traffic accidents caused by drunk drivers using the slogan: “If you drink, don’t drive; if you drive, don’t drink.”","交通事故が発生している。

In Tokyo, more than 20,000 traffic accidents occur annually.","友人亡くした

My friend lost his parents when he was in junior high school."
149,事務所,じむしょ,jimusho,Noun,office,jlpt_n4,"私がいなかったらこの事務所は３日でカオスですよ

If I wasn't here, this office would be in chaos in three days.","先生の事務所がエネルギー分野における世界有数の法律事務所である

Mr. Naruhodo's law firm is ""The World's Leading Energy Law Firm"".","明日の朝事務所のほうへお伺いしてよいでしょうか

May I come to see you at your office tomorrow morning?"
150,神社,じんじゃ,jinja,Noun,Shinto shrine,jlpt_n4,"も見どころがたくさんある。

Kyoto has many scenic attractions, not to mention Shinto shrines and Buddhist temples.","へ進む。

When worshipping at a Shinto shrine, you  first perform a hand washing ritual for purifying body and soul with special water before proceeding to the shrine.","だったということだ。

According to eyewitnesses, it was a petite woman wearing glasses who stole money from the Shinto shrine’s offertory box."
151,人口,じんこう,jinkou,Noun,population,jlpt_n4,"には便利だ。

The entrance to the department store is up the escalator right outside the subway ticket gates, making it convenient for shoppers.","にかけて急増した。

The first smartphone was introduced in the U.S. in 2007. The number of smartphone users in Japan surged between 2010 and 2015.","である。

The population of my town is just over 50,000."
152,人生,じんせい,jinsei,Noun,human life,jlpt_n4,"やりたいことはあきらめず挑戦することが大切だ。なぜなら人生は一度きりなのだから。

It is important not to give up on your aspirations. After all, you only live once.","を書いている。

In order to leave behind a life testimony, many prominent individuals have reflected on their lives and written autobiographies.","ならない。

Since the birth of my child, I have not been able to help but love the way she grows day by day."
153,地震,じしん,jishin,Noun,earthquake,jlpt_n4,"、住んでいる地域などで定期的に防災訓練を実施している。

In Japan, disaster drills are regularly held at schools, workplaces, and in the communities where people live to prepare for earthquakes and other disasters.","、公共施設等の耐震化の推進が急務である。

There is an urgent need to facilitate earthquake-resistant designs for public and other facilities in preparation for earthquakes.","である。

The restoration of the castle, which was severely damaged by the earthquake, is expected to take many years and will require an enormous budget."
154,辞典,じてん,jiten,Noun,dictionary,jlpt_n4,"の国語辞典のほか、時事問題の解説サイトなどを検索して意味を調べた。

While reading an article on a news site, I realized that I did not fully understand the meaning of some of the words I had heard, so I searched an online Japanese dictionary as well as a website explaining current events to find out what the words meant.","いった。

To compile a Japanese-language dictionary, experts first collected vocabulary by field and then selected words to be included in the dictionary.","」という言い方がなされる。日本の

When the Japanese language is spoken of as one of many languages, it is called nihongo, but when referring to the official language of the nation of Japan, it is called kokugo. One of the main subjects to be studied in Japanese elementary and secondary education is kokugo"
155,自由,じゆう,jiyuu,"Noun, Adjective, な-adjective, Expression",freedom,jlpt_n4,"構想をまとめていった。

At a new product development meeting, each employee first freely shared ideas in a brainstorming session and then the concepts were gradually put together.","まであくせくと働き、自分のための自由な時間はほとんど取れない。

I work hard from morning to night to support my family, so I hardly have any free time to myself.","研究や技術開発の分野では発想の自由が最大限に許容されるべきだ。

Maximum freedom of ideas should be allowed in the field of research and technological development."
156,女性,じょせい,josei,Noun,woman; female,jlpt_n4,"であった。

The number of women elected to the House of Councilors this year was the highest, just like in the previous election.","も大きい。

The fact that women are less likely to develop cancer or experience myocardial infarction and have a longer life span than men is merely a generalization. In reality, large individual differences exist.","を演出する女性のことだ。

The azatoi (calculating) girls that are the talk of the town these days are women who intentionally try to make a “cute impression” in a scheming manner, such as raising the tone of their voice or glancing upwards in front of a man."
157,準備,じゅんび,junbi,"Noun, Suru verb",to prepare,jlpt_n4,"の授業に遅刻してしまった。

Perhaps because I stayed up all last night preparing for my seminar presentation, I was unable to get up on time this morning and was late for my first class.","の準備を進めている。

The hotel is preparing the wedding reception according to the bride and groom’s wishes.","明日冬旅行鞄厚手他物入らない

I am preparing for a business trip starting tomorrow, but since it is winter, my travel bag is filled with thick clothes and it is difficult to fit other items in."
158,十分,じゅうぶん,juubun,"Noun, Adjective, な-adjective, Adverb",enough; sufficient; plenty; adequate; satisfactory,jlpt_n4,"な時間だった。

The online seminar was three long hours, but it was informative enough to be worth our time.","から、そんなに急がなくてもいい。

If we leave now, we will easily arrive in time. So, there is no need to be in such a hurry.","注意する必要がある。

When using Internet banking services, one should be careful of phishing scams."
159,柔道,じゅうどう,juudou,Noun,judo,jlpt_n4,"のことである。

In martial arts such as judo, ukemi refers to a method or technique of skillful falling to avoid injury when thrown.","武術心得柔道稽古受身体勢者体頼もしい

Some of the new police officers, who have no martial arts background, are able to assume a good ukemi (the art of falling safely) position after practicing judo. Considering the physical demands of their job, their future is promising.","を積んできた。

I have been diligently practicing judo on a daily basis so that I can display my ability to the full in the actual matches."
160,住所,じゅうしょ,juusho,Noun,address,jlpt_n4,"に届けなければならない。

Any change of address must be reported to the Human Resources Department without delay.","場合も増えてきた。

Although the stamping of a seal or giving a signature used to be required to receive a parcel from a courier, confirmation of address and names are increasingly considered sufficient these days from the standpoint of preventing the spread of infectious diseases through reduced contact.","のところなので住所だけで住まいが見つけられず、きょろきょろと探し回ってしまった。

I wanted to attend my friend’s housewarming celebration; however, it was my very first time visiting them, and I could not find the house with only the address. I ended up looking around for it."
161,カーテン,,kaaten,"Noun, Katakana",curtain,jlpt_n4,"作りになっていた。

The mass immunization site was set up in a gymnasium, with each vaccination booth separated by a curtain.","いる。

In large rooms such as patient wards shared by several people, the beds are separated by curtains to maintain as much privacy as possible between hospitalized patients.","で揺れている。

The lace curtains on the windows are gently swaying in the slight breeze."
162,壁,かべ,kabe,Noun,wall,jlpt_n4,"部屋壁穴埋めた

I bought materials at a home improvement retailer and filled the hole I had made in the wall of the room.","である。

There are many causes of noise emission from fluorescent light fixtures. One such cause is the resonant frequency transmitted through the vibration of the fixtures to ceilings and walls.","に依頼した。

As the house was deteriorating, a professional contractor was hired to repair the walls and floors."
163,課長,かちょう,kachou,Noun,section manager; section chief,jlpt_n4,"をかけている。

The section chief greets the contractor who cleans the workplace each morning, saying “Thank you for your hard work.”","しまった。

When I overslept and was late for work, the section chief jokingly made a sarcastic remark saying, ""Good job for arriving at work like an executive!”","休みを取って海外旅行に出かけるそうだ。

My cousin is rewarding herself for all the hard work she has continued to put in, by taking 10 days off to travel abroad."
164,帰り,かえり,kaeri,Noun,return; coming back,jlpt_n4,"に寄って買い物している。

The supermarket near my office has a half-price sale in the evening, so I stop by every day on my way home from work to shop.","に一緒に遊んだりするようになった。

I hit it off with a workmate at my part-time job because we share an easy-going personality and are less concerned about trivial matters. So we started going out for drinks after work and hanging out together on weekends and holidays.","友人逃して夜明かし翌日帰路就いた

On the weekend, I had too much to drink with my college friends and missed the last train home, so I spent the night on a park bench and took the first train home the next day."
165,変える,かえる,kaeru,"Verb, Ichidan verb, Transitive verb",to change; to transform,jlpt_n4,"を変えた。

Redevelopment in front of the station has transformed the old shopping area into a large shopping mall.","みた。

I wanted to dress up a standard outfit in a fashionable way, so I changed the position of the belt, wrapped a scarf around my neck, and experimented with several other ideas.","いる。

In order to increase the frequency of visits from regular customers, the store implements various measures, such as offering perks on loyalty cards, and holding sales on different days of the week."
166,科学,かがく,kagaku,Noun,science,jlpt_n4,"選手も多くいた。

Even though scientific advances in training methods have extended the lifespan of athletes, many still peak at a young age and leave their sport too early, much to fans’ disappointment.","すぐに定員オーバーになる。

The summer stargazing event organized by the science museum in the ward is a popular event every year, and registrations fill up immediately after enrollment begins.","文部科学省動画通して改訂された学習指導要領趣旨周知図った

Through the creation of videos and leaflets, the Ministry of Education, Culture, Sports, Science, and Technology (MEXT) sought to disseminate the purpose and content of the revised Government Course Guidelines."
167,鏡,かがみ,kagami,Noun,mirror,jlpt_n4,"楽しみだった。

As a child I often participated in community events and looked forward to the fall festival every year.","の物質である。

A water molecule is such a miniscule substance that it is undetectable under an ordinary microscope.","だったということだ。

According to eyewitnesses, it was a petite woman wearing glasses who stole money from the Shinto shrine’s offertory box."
168,海岸,かいがん,kaigan,Noun,coast,jlpt_n4,"が犠牲になった。

As many as 10 precious lives, including those of young children, were lost in a terrorist attack that occurred on a beach crowded with sea bathers.","に埋め尽くされている。

Shell Beach, as it is aptly called, is a beach that is covered with tiny white seashells as far as the eye can see.","のようになっている。

A ria coast is a coastline where seawater entered deep valleys created by the erosion of rivers, giving the entire area a sharply cut, cliff-like appearance."
169,会議,かいぎ,kaigi,"Noun, Verb, Suru verb",meeting; conference; session; assembly,jlpt_n4,"に携帯電話が鳴ってしまった。

My cell phone rang in the middle of an important meeting because I forgot to set it to silent mode.","の話をよく聞くので、皆からとても信頼されている。

My boss is a good listener to subordinates and maintains the same attitude regardless of whether she is in a meeting or relaxing over a drink. So, she has the strong trust of everyone.","会議の議事録を作成し、上司に内容のチェックを依頼した。

I took the minutes of the meeting and asked my supervisor to check the content."
170,会議室,かいぎしつ,kaigishitsu,Noun,conference room; conference hall; council room,jlpt_n4,"彼女はしっかりした視線で私を見て会議室をでた

She looked at me in a deliberate way and left the meeting room.","会議室は階段を降りたところにあります

The meeting room is downstairs.","会議室は現在使用中です

The meeting room is in use now."
171,会場,かいじょう,kaijou,Noun,assembly hall; meeting place; venue; grounds,jlpt_n4,"よ」と声をかけてくれた。

When I was hesitating to enter the party hall where I was invited by a friend, my good friend Yamada-kun came out from the hall and said to me, ""Hurry up and come inside.”","を楽しんだ。

At the July Grand Sumo Tournament, the arena was filled to capacity. The spectators enjoyed the bouts, fanning themselves as they pleased, as they got emotionally involved in the wins and losses of their favorite sumo wrestlers.","にした。

The actor, who is number one in terms of both popularity and acting ability, appeared at the party wearing a bright red dress with a deep slit and gold accessories. Her gorgeous attire attracted the attention of everyone. People could not take their eyes off her."
172,会話,かいわ,kaiwa,"Noun, Verb, Suru verb",conversation,jlpt_n4,"会話をせずに、黙って食べることである。

The term “silent eating” refers to the practice of eating in silence, without talking during the meal.","多数占めた

At the meeting, the majority of the opinions about the new product were positive.","を使う。

My father sometimes uses four-character kanji compounds in daily conversation.  For example, he might say to me, “Life is filled with ‘once-in-a-lifetime encounters’ (一期一会) so cherish your encounters with people,” or to my mother, “I was just thinking that I’d like to have sushi tonight, and you bought sushi. It’s like ‘we can read each other’s mind’ (以心伝心),”"
173,火事,かじ,kaji,Noun,fire,jlpt_n4,"があるようだ。

The fire in the neighborhood yesterday is a suspected arson.","がニュースで映し出された。

A wildfire broke out, and the news showed footage of helicopters circling above the rising smoke as firefighting efforts continued.","が逮捕された。どの現場のカメラにも映っていたということだから、単なる偶然では済まされないだろう。

A man caught on surveillance cameras was arrested in association with three consecutive arson incidents in the same town. The fact that he was caught on surveillance cameras at all of the crime scenes suggested that his presence could not be a mere coincidence."
174,格好,かっこう,kakkou,Noun,appearance,jlpt_n4,"も似ているので、洋服を共有することも多い。

My younger sister and I have similar tastes in clothes and are about the same size, so we often share each other’s clothes.","が少なく、打ちやすい。

The tennis racket I inherited from my aunt, who is similar to me in stature, is easier to play with and has less impact when receiving the ball compared to the racket I used to use.","脚格好似合わない試し意外と気入った

I wasn’t confident in the way my legs looked, so I thought jeans wouldn’t suit me, but when I tried them on, they were surprisingly cool, and easy to move around in, so I took a liking to them."
175,構う,かまう,kamau,"Verb, Godan verb",to mind,jlpt_n4,"窓を開けてもかまわないでしょうか

Do you mind if I open the window?","正直でありさえすればどんな若者でもかまわない

As long as he is honest, any boy will do.","自分をかまってくれる人がいないと知って彼女は気を悪くした

She was hurt to find that nobody took any notice of her."
176,髪,かみ,kami,Noun,hair,jlpt_n4,"のついた髪を、短時間でまっすぐに直す方法が知りたい。

I want to know how to quickly straighten my hair when it is tousled from sleep.","いた。

My older sister, who had moved away from home and found employment in the city, came back to our parents’ house for the first time in a year. She was much more sophisticated than before, with permed hair and trendy clothes.","というイメージを持たれることが多い。

Japanese people often give the impression of being polite because they usually greet each other courteously and demonstrate relatively good manners in public places."
177,噛む,かむ,kamu,"Verb, Godan verb, Transitive verb","to bite,to chew",jlpt_n4,,,
178,家内,かない,kanai,Noun,(my) wife; inside the home; one's family,jlpt_n4,"家内もお目にかかることを楽しみにしておりますから

My wife will be glad to see you, too.","家内は今夕食の支度をしている

My wife is preparing dinner right now.","家内は海外旅行中でよく電話をかけてくる

My wife often rings me up, while she travels abroad."
179,必ず,かならず,kanarazu,Adverb,always; certainly,jlpt_n4,"を振りまく。

Our puppy is friendly and not afraid of people, so whenever we have a visitor, he always wags his tail, plays with them, and tries to bombard them with his charm.","は、必ずしも転職にマイナスのイメージを持ってはいないようだ。

Young people these days do not necessarily perceive changing jobs as a negative thing.","の授業の最初に必ず書き取りクイズが行われる。

In foreign language classes for beginners, a dictation quiz is always given at the start of each class."
180,悲しい,かなしい,kanashii,"Adjective, い-adjective",sad,jlpt_n4,"に「机の上を整理しろ」と叱られていた。

Ever since I was a child, my desk has always been untidy; my parents used to scold me saying, “Clean up the clutter.”","に突然別れを告げられた。悲しくて

The person I was dating suddenly broke up with me. I was so sad that I cried for a month. However, when I took the plunge and threw away all the photos and mementos, I started to feel better.","数日後になって初めてその悲しい知らせを聞いた

It was not until a few days later that we heard the sad news."
