rank,word,reading_kana,reading_romaji,part_of_speech,meaning,labels,example_1,example_2,example_3
90,国語,こくご,kokugo,Noun,national language,jlpt_n3,"国民の義務を果たす。
kokumin no gimu o hatasu.
Fulfill one's duties as a citizen.","国民の祝日だ。
kokumin no shukujitsu da.
It's a national holiday.","国民全体の利益を考える。
kokumin zentai no rieki o kangaeru.
Consider the benefit of all citizens."
91,国民,こくみん,kokumin,Noun,people (of a country); nation; citizen; national,jlpt_n3,"今後ともよろしく。
kongo tomo yoroshiku.
I look forward to working with you from now on.","今後の予定を決める。
kongo no yotei o kimeru.
Decide on future plans.","今後は気をつける。
kongo wa ki o tsukeru.
I'll be more careful from now on."
92,今後,こんご,kongo,"Noun, Adverbial Noun",from now on; hereafter,jlpt_n3,"今回だけ特別に。
konkai dake tokubetsu ni.
Just this once, as an exception.","今回の試験は難しかった。
konkai no shiken wa muzukashikatta.
This time's exam was difficult.","今回で三回目だ。
konkai de sankai me da.
This is the third time."
93,今回,こんかい,konkai,"Noun, Adverbial Noun",now; this time; lately,jlpt_n3,"今日はいい天気だ。
konnichi wa ii tenki da.
The weather is nice today.","今日中に終わらせる。
kyou juu ni owaraseru.
I'll finish it by the end of today.","今日の予定は？
kyou no yotei wa?
What's on for today?"
94,今日,こんにち,konnichi,Expression,today; this day,jlpt_n3,"氷の上で転んだ。
kouri no ue de koronda.
I slipped on the ice.","転ばないように気をつける。
korobanai you ni ki o tsukeru.
Be careful not to fall.","石に躓いて転んだ。
ishi ni tsumazuite koronda.
I tripped on a stone and fell."
95,転ぶ,ころぶ,korobu,"Verb, Godan verb, Intransitive verb",to fall down; to fall over,jlpt_n3,"高速道路を走る。
kousoku douro o hashiru.
Drive on the highway.","高速で移動する。
kousoku de idou suru.
Travel at high speed.","新幹線は高速だ。
shinkansen wa kousoku da.
The shinkansen is high-speed."
96,高速,こうそく,kousoku,"Noun, Adjective, な-adjective",high-speed; rapid; express,jlpt_n3,"防災訓練に参加する。
bousai kunren ni sanka suru.
Participate in disaster drills.","毎日訓練している。
mainichi kunren shite iru.
I train every day.","訓練の成果が出た。
kunren no seika ga deta.
The training paid off."
97,訓練,くんれん,kunren,"Noun, Verb, Suru verb",training; drill; practice; discipline,jlpt_n3,"教科書を開く。
kyoukasho o hiraku.
Open the textbook.","教科書の三十ページだ。
kyoukasho no sanjuu peeji da.
It's on page 30 of the textbook.","新しい教科書をもらった。
atarashii kyoukasho o moratta.
I received a new textbook."
98,教科書,きょうかしょ,kyoukasho,Noun,textbook; coursebook; schoolbook,jlpt_n3,"ご協力ありがとうございます。
go kyouryoku arigatou gozaimasu.
Thank you for your cooperation.","皆で協力して頑張る。
minna de kyouryoku shite ganbaru.
We'll work together and do our best.","協力して問題を解決した。
kyouryoku shite mondai o kaiketsu shita.
We solved the problem together."
99,協力,きょうりょく,kyouryoku,"Noun, Verb, Suru verb",cooperation; collaboration,jlpt_n3,"強力な味方だ。
kyouryoku na mikata da.
He's a powerful ally.","強力な洗剤を使う。
kyouryoku na senzai o tsukau.
Use strong detergent.","強力なサポートがある。
kyouryoku na sapooto ga aru.
I have strong support."
100,強力,きょうりょく,kyouryoku,"Noun, Adjective, な-adjective",powerful; strong,jlpt_n3,"急激な変化が起きた。
kyuugeki na henka ga okita.
A sudden change occurred.","急激に体重が減った。
kyuugeki ni taijuu ga hetta.
I lost weight rapidly.","急激な温度上昇。
kyuugeki na ondo joushou.
A rapid rise in temperature."
101,急激,きゅうげき,kyuugeki,"Adjective, な-adjective",sudden; abrupt; rapid; sharp; drastic; radical,jlpt_n3,"急に雨が降り出した。
kyuuni ame ga furidashita.
It suddenly started raining.","急に思い出した。
kyuuni omoidashita.
I suddenly remembered.","急に用事ができた。
kyuuni youji ga dekita.
Something came up suddenly."
102,急に,きゅうに,kyuuni,Adverb,swiftly; rapidly; quickly; immediately; hastily,jlpt_n3,"スポンジが水を吸収する。
suponji ga mizu o kyuushuu suru.
The sponge absorbs water.","新しい知識を吸収する。
atarashii chishiki o kyuushuu suru.
Absorb new knowledge.","吸収が早い。
kyuushuu ga hayai.
He learns quickly."
103,吸収,きゅうしゅう,kyuushuu,"Noun, Verb, Suru verb",absorption; suction; attraction,jlpt_n3,"急速に成長している。
kyuusoku ni seichou shite iru.
It's growing rapidly.","急速に広がった。
kyuusoku ni hirogatta.
It spread rapidly.","急速な発展を遂げた。
kyuusoku na hatten o togeta.
It achieved rapid development."
104,急速,きゅうそく,kyuusoku,"Noun, Adjective, な-adjective",rapid (e.g. progress),jlpt_n3,"真面目に勉強する。
majime ni benkyou suru.
Study seriously.","彼は真面目な人だ。
kare wa majime na hito da.
He's a serious person.","真面目に働いている。
majime ni hataraite iru.
He works diligently."
105,真面目,まじめ,majime,"Noun, Adjective, な-adjective",serious; earnest,jlpt_n3,"顔が真っ赤になった。
kao ga makka ni natta.
My face turned bright red.","真っ赤なりんご。
makka na ringo.
A bright red apple.","真っ赤な夕焼けだ。
makka na yuuyake da.
It's a deep red sunset."
106,真っ赤,まっか,makka,"Noun, Adjective, な-adjective",bright red; deep red; flushed (of face),jlpt_n3,"日本語を学んでいる。
nihongo o manande iru.
I'm learning Japanese.","失敗から学ぶ。
shippai kara manabu.
Learn from failure.","人生で大切なことを学んだ。
jinsei de taisetsu na koto o mananda.
I learned important things in life."
107,学ぶ,まなぶ,manabu,"Verb, Godan verb, Transitive verb",to study (in depth); to learn; to take lessons in,jlpt_n3,"万一大雨なら中止だ。
manichi ooame nara chuushi da.
In case of heavy rain, it's cancelled.","万一に備えて保険に入る。
manichi ni sonaete hoken ni hairu.
Get insurance just in case.","万一の時の連絡先。
manichi no toki no renrakusaki.
Emergency contact information."
108,万一,まんいち,manichi,"Noun, Adverb",emergency; unlikely event​; by some chance; by some possibility,jlpt_n3,"結果に満足している。
kekka ni manzoku shite iru.
I'm satisfied with the result.","満足のいく出来だった。
manzoku no iku dekida datta.
It was a satisfactory result.","お腹がいっぱいで満足だ。
onaka ga ippai de manzoku da.
I'm full and satisfied."
109,満足,まんぞく,manzoku,"Noun, Adjective, な-adjective, Verb, Suru verb",satisfaction; contentment;​ sufficient; enough,jlpt_n3,"明確な説明を求める。
meikaku na setsumei o motomeru.
I want a clear explanation.","理由が明確になった。
riyuu ga meikaku ni natta.
The reason became clear.","明確に区別する。
meikaku ni kubetsu suru.
Clearly distinguish."
110,明確,めいかく,meikaku,"Adjective, な-adjective",clear; precise; definite; distinct,jlpt_n3,"飯を炊く。
meshi o taku.
Cook rice.","飯の支度をする。
meshi no shitaku o suru.
Prepare the meal.","美味しい飯を食べた。
oishii meshi o tabeta.
I had a delicious meal."
111,飯,めし,meshi,Noun,cooked rice; meal,jlpt_n3,"君は味方だよね。
kimi wa mikata da yo ne.
You're on my side, right?","味方につける。
mikata ni tsukeru.
Get someone on your side.","味方が多い。
mikata ga ooi.
There are many allies."
112,味方,みかた,mikata,"Noun, Verb, Suru verb",friend; ally; supporter; taking sides with; supporting,jlpt_n3,"この町には魅力がある。
kono machi ni wa miryoku ga aru.
This town has charm.","彼女は魅力たっぷりだ。
kanojo wa miryoku tappuri da.
She's full of charm.","仕事の魅力を伝える。
shigoto no miryoku o tsutaeru.
Convey the appeal of the job."
113,魅力,みりょく,miryoku,Noun,charm; fascination; glamour; attraction; appeal,jlpt_n3,"木曜日に会いましょう。
mokuyoubi ni aimashou.
Let's meet on Thursday.","毎週木曜が休みだ。
maishuu mokuyou ga yasumi da.
Every Thursday is my day off.","木曜の午後なら空いている。
mokuyou no gogo nara aite iru.
I'm free Thursday afternoon."
114,木曜,もくよう,mokuyou,"Noun, Adverbial Noun",Thursday,jlpt_n3,"三月半ばに帰国する。
sangatsu nakaba ni kikoku suru.
I'll return to Japan in mid-March.","仕事が半ばで止まった。
shigoto ga nakaba de tomatta.
The work stopped halfway.","人生の半ばを過ぎた。
jinsei no nakaba o sugita.
I've passed the midpoint of my life."
115,半ば,なかば,nakaba,"Noun, Adverbial Noun, Suffix, Adverbial noun",middle; half; semi; halfway; partly,jlpt_n3,"熱心に練習している。
nesshin ni renshuu shite iru.
He's practicing enthusiastically.","熱心なファンだ。
nesshin na fan da.
He's an enthusiastic fan.","熱心に説明してくれた。
nesshin ni setsumei shite kureta.
He explained enthusiastically."
116,熱心,ねっしん,nesshin,"Noun, Adjective, な-adjective",enthusiastic; eager,jlpt_n3,"日本に住んでいる。
nihon ni sunde iru.
I live in Japan.","日本料理が好きだ。
nihon ryouri ga suki da.
I like Japanese food.","来月日本へ行く。
raigetsu nihon e iku.
I'm going to Japan next month."
117,日本,にほん,nihon,Noun,Japan,jlpt_n3,"能力を伸ばす。
nouryoku o nobasu.
Develop one's ability.","語学能力が高い。
gogaku nouryoku ga takai.
He has high language ability.","能力に応じて役割を決める。
nouryoku ni oujite yakuwari o kimeru.
Assign roles according to ability."
118,能力,のうりょく,nouryoku,Noun,ability; faculty,jlpt_n3,"入場料は千円です。
nyuujou ryou wa sen en desu.
The admission fee is 1000 yen.","入場無料のイベントだ。
nyuujou muryou no ibento da.
It's a free admission event.","入場券を見せてください。
nyuujouken o misete kudasai.
Please show your admission ticket."
119,入場,にゅうじょう,nyuujou,"Noun, Verb, Suru verb",entrance; admission; entering,jlpt_n3,"お昼にしましょう。
o hiru ni shimashou.
Let's have lunch.","お昼休みは一時間だ。
o hiru yasumi wa ichi jikan da.
Lunch break is one hour.","お昼は何にしますか。
o hiru wa nani ni shimasu ka.
What would you like for lunch?"
120,お昼,おひる,ohiru,Noun,lunch; midday; daytime,jlpt_n3,"箱に収める。
hako ni osameru.
Put it in the box.","怒りを収める。
ikari o osameru.
Calm one's anger.","成果を収めた。
seika o osameta.
Achieved results."
121,収める,おさめる,osameru,"Verb, Ichidan verb, Transitive verb",to supply; to dedicate; to make an offering; to pay,jlpt_n3,"三日連続で雨だ。
mikka renzoku de ame da.
It's been raining for three days in a row.","連続ドラマを見る。
renzoku dorama o miru.
Watch a drama series.","連続して働いた。
renzoku shite hataraita.
I worked without a break."
122,連続,れんぞく,renzoku,"Noun, Verb, Suru verb",continuation; succession; series,jlpt_n3,"利益が出た。
rieki ga deta.
We made a profit.","相互の利益を考える。
sougo no rieki o kangaeru.
Consider mutual benefit.","利益を還元する。
rieki o kangen suru.
Return the profits."
123,利益,りえき,rieki,"Noun, Verb, Suru verb",profit; gains; benefit,jlpt_n3,"利口な子だ。
rikou na ko da.
He's a clever child.","利口に振る舞う。
rikou ni furumau.
Act wisely.","犬が利口に芸を覚えた。
inu ga rikou ni gei o oboeta.
The dog cleverly learned the trick."
124,利口,りこう,rikou,"Noun, Adjective, な-adjective",clever; intelligent; wise; bright; sharp,jlpt_n3,"アメリカに留学する。
amerika ni ryuugaku suru.
Study abroad in America.","留学経験がある。
ryuugaku keiken ga aru.
I have study-abroad experience.","留学の準備をしている。
ryuugaku no junbi o shite iru.
I'm preparing to study abroad."
125,留学,りゅうがく,ryuugaku,"Noun, Verb, Suru verb",studying abroad,jlpt_n3,"彼の作品が好きだ。
kare no sakuhin ga suki da.
I like his works.","卒業作品を制作する。
sotsugyou sakuhin o seisaku suru.
Create a graduation work.","この作品は名作だ。
kono sakuhin wa meisaku da.
This work is a masterpiece."
126,作品,さくひん,sakuhin,Noun,work of art; performance,jlpt_n3,"左右を確認する。
sayuu o kakunin suru.
Check left and right.","左右に振る。
sayuu ni furu.
Swing left and right.","意見が左右に分かれた。
iken ga sayuu ni wakareta.
Opinions were divided."
127,左右,さゆう,sayuu,"Noun, Verb, Suru verb",left and right,jlpt_n3,"子供の成長が嬉しい。
kodomo no seichou ga ureshii.
I'm happy to see my child grow.","経済が成長している。
keizai ga seichou shite iru.
The economy is growing.","成長著しい。
seichou ichijirushii.
Growth is remarkable."
128,成長,せいちょう,seichou,"Noun, Verb, Suru verb",growth; development; growing up; becoming an adult,jlpt_n3,"新製品が発売された。
shin seihin ga hatsubai sareta.
A new product was released.","国産製品を選ぶ。
kokusan seihin o erabu.
Choose domestic products.","製品の説明書を読む。
seihin no setsumeisho o yomu.
Read the product manual."
129,製品,せいひん,seihin,Noun,manufactured goods; finished goods; product,jlpt_n3,"青年は意気込みがすごい。
seinen wa ikigomi ga sugoi.
The young man is very motivated.","青年海外協力隊に参加した。
seinen kaigai kyouryokutai ni sanka shita.
I joined the Japan Overseas Cooperation Volunteers.","青年会議所のメンバーだ。
seinen kaigisho no menbaa da.
He's a member of the junior chamber."
130,青年,せいねん,seinen,Noun,youth; young man,jlpt_n3,"刺激的な映画だった。
shigeki teki na eiga datta.
It was a stimulating film.","味に刺激がある。
aji ni shigeki ga aru.
The taste has a kick.","良い刺激を受けた。
yoi shigeki o uketa.
I received good stimulation."
131,刺激,しげき,shigeki,"Noun, Verb, Suru verb",stimulus; impetus; incentive; encouragement; motivation; provocation; excitement; thrill,jlpt_n3,"資本金を増やす。
shihonkin o fuyasu.
Increase the capital.","資本主義経済。
shihon shugi keizai.
Capitalist economy.","必要な資本を集める。
hitsuyou na shihon o atsumeru.
Raise the necessary capital."
132,資本,しほん,shihon,Noun,funds; capital,jlpt_n3,"品が良い。
shina ga ii.
It's good quality.","品切れです。
shinagire desu.
We're out of stock.","品ぞろえが豊富だ。
shinazoroe ga houfu da.
There's a wide selection."
133,品,しな,shina,Noun,article; item; thing; goods; stock; quality,jlpt_n3,"身長を測る。
shinchou o hakaru.
Measure height.","身長が伸びた。
shinchou ga nobita.
I've grown taller.","身長は百七十センチだ。
shinchou wa hyaku nanajuu senchi da.
My height is 170 cm."
134,身長,しんちょう,shinchou,Noun,body height; stature,jlpt_n3,"大学に進学する。
daigaku ni shingaku suru.
Go on to university.","進学率が上がった。
shingakuritsu ga agatta.
The advancement rate has increased.","進学先を決める。
shingaku saki o kimeru.
Decide where to continue studying."
135,進学,しんがく,shingaku,"Noun, Verb, Suru verb",entering a higher-level school (often university),jlpt_n3,"新鮮な野菜を買う。
shinsen na yasai o kau.
Buy fresh vegetables.","新鮮な空気を吸う。
shinsen na kuuki o suu.
Breathe fresh air.","新鮮な魚が食べたい。
shinsen na sakana ga tabetai.
I want to eat fresh fish."
136,新鮮,しんせん,shinsen,"Adjective, な-adjective",fresh,jlpt_n3,"支店に転勤した。
shiten ni tenkin shita.
I was transferred to a branch office.","支店長に報告する。
shitenchou ni houkoku suru.
Report to the branch manager.","全国に支店がある。
zenkoku ni shiten ga aru.
There are branches nationwide."
137,支店,してん,shiten,Noun,branch office; branch store​,jlpt_n3,"使用前に説明を読む。
shiyou mae ni setsumei o yomu.
Read the instructions before use.","使用禁止だ。
shiyou kinshi da.
Use is prohibited.","この機械の使用法を教えて。
kono kikai no shiyouhou o oshiete.
Teach me how to use this machine."
138,使用,しよう,shiyou,"Noun, Verb, Suru verb",use; application; employment; utilization.,jlpt_n3,"食品の賞味期限を確認する。
shokuhin no shoumi kigen o kakunin suru.
Check the food's expiration date.","食品スーパーで買い物する。
shokuhin suupaa de kaimono suru.
Shop at the grocery store.","食品添加物に気をつける。
shokuhin tenkabutsu ni ki o tsukeru.
Be careful about food additives."
139,食品,しょくひん,shokuhin,Noun,food; food products,jlpt_n3,"書物を読むのが好きだ。
shomotsu o yomu no ga suki da.
I like reading books.","貴重な書物を所蔵している。
kichou na shomotsu o shozou shite iru.
We have valuable books in our collection.","昔の書物を研究する。
mukashi no shomotsu o kenkyuu suru.
Study old books."
140,書物,しょもつ,shomotsu,Noun,book; volume,jlpt_n3,"書類にサインする。
shorui ni sain suru.
Sign the documents.","書類を提出する。
shorui o teishutsu suru.
Submit the documents.","書類の整理をする。
shorui no seiri o suru.
Organize the documents."
141,書類,しょるい,shorui,Noun,document; official papers,jlpt_n3,"書斎で仕事をする。
shosai de shigoto o suru.
Work in the study.","書斎には本がたくさんある。
shosai ni wa hon ga takusan aru.
There are many books in the study.","静かな書斎が欲しい。
shizuka na shosai ga hoshii.
I want a quiet study."
142,書斎,しょさい,shosai,Noun,study; library; den; home office; reading room,jlpt_n3,"商売が繁盛している。
shoubai ga hanjou shite iru.
Business is thriving.","商売のやり方を学ぶ。
shoubai no yarikata o manabu.
Learn how to do business.","商売柄早起きだ。
shoubai gara hayaoki da.
I get up early because of my business."
143,商売,しょうばい,shoubai,Noun,trade; business; commerce; transaction; occupation,jlpt_n3,"奨学金を申請した。
shougakukin o shinsei shita.
I applied for a scholarship.","奨学金をもらって大学に通う。
shougakukin o moratte daigaku ni kayou.
I attend university with a scholarship.","奨学金の条件を満たす。
shougakukin no jouken o mitasu.
Meet the scholarship requirements."
144,奨学金,しょうがくきん,shougakukin,Noun,scholarship; stipend; student loan,jlpt_n3,"正午に待ち合わせる。
shougo ni machiawaseru.
Let's meet at noon.","正午のニュースを見る。
shougo no nyuusu o miru.
Watch the noon news.","正午過ぎに到着した。
shougo sugi ni touchaku shita.
I arrived after noon."
145,正午,しょうご,shougo,"Noun, Adverbial Noun",midday,jlpt_n3,"新商品を開発した。
shin shouhin o kaihatsu shita.
We developed a new product.","商品の説明を受ける。
shouhin no setsumei o ukeru.
Receive a product explanation.","この商品は人気だ。
kono shouhin wa ninki da.
This product is popular."
146,商品,しょうひん,shouhin,Noun,commodity; article of commerce; goods; stock; merchandise,jlpt_n3,"少女が花を持っていた。
shoujo ga hana o motte ita.
The girl was holding flowers.","少女向けの雑誌。
shoujo muke no zasshi.
A magazine for girls.","少女時代の思い出。
shoujo jidai no omoide.
Memories from my girlhood."
147,少女,しょうじょ,shoujo,Noun,little girl; maiden; young lady,jlpt_n3,"身分証明書を見せてください。
mibun shoumeisho o misete kudasai.
Please show your ID.","無実を証明した。
mujitsu o shoumei shita.
I proved my innocence.","証明書を発行する。
shoumeisho o hakkou suru.
Issue a certificate."
148,証明,しょうめい,shoumei,"Noun, Verb, Suru verb",proof; verification; certification,jlpt_n3,"少年が道で遊んでいた。
shounen ga michi de asonde ita.
A boy was playing in the street.","少年時代は田舎で過ごした。
shounen jidai wa inaka de sugoshita.
I spent my boyhood in the countryside.","少年漫画が好きだ。
shounen manga ga suki da.
I like shonen manga."
149,少年,しょうねん,shounen,Noun,boy; juvenile; young boy; youth; lad,jlpt_n3,"少々お待ちください。
shoushou o machi kudasai.
Please wait a moment.","少々辛い。
shoushou karai.
It's a bit spicy.","少々かかります。
shoushou kakarimasu.
It will take a little while."
150,少々,しょうしょう,shoushou,"Noun, Adverbial Noun",just a minute; small quantity,jlpt_n3,"パーティーに招待された。
paatii ni shoutai sareta.
I was invited to the party.","招待状が届いた。
shoutaijou ga todoita.
I received an invitation.","招待してくれてありがとう。
shoutai shite kurete arigatou.
Thank you for inviting me."
151,招待,しょうたい,shoutai,"Noun, Verb, Suru verb",invitation,jlpt_n3,"週に三回ジムに行く。
shuu ni sankai jimu ni iku.
I go to the gym three times a week.","来週会いましょう。
raishuu aimashou.
Let's meet next week.","今週は忙しい。
konshuu wa isogashii.
I'm busy this week."
152,週,しゅう,shuu,"Noun, Suffix",week,jlpt_n3,"集中して勉強する。
shuuchuu shite benkyou suru.
Study with concentration.","集中力が続かない。
shuuchuuryoku ga tsuzukanai.
I can't maintain concentration.","仕事に集中する。
shigoto ni shuuchuu suru.
Focus on work."
153,集中,しゅうちゅう,shuuchuu,"Noun, Verb, Suru verb",concentration; focusing; centralization; integration,jlpt_n3,"集団で行動する。
shuudan de koudou suru.
Act as a group.","集団生活に慣れる。
shuudan seikatsu ni nareru.
Get used to group life.","集団登校する。
shuudan toukou suru.
Walk to school in a group."
154,集団,しゅうだん,shuudan,Noun,group; mass,jlpt_n3,"収穫の秋だ。
shuukaku no aki da.
It's harvest autumn.","今年は収穫が多かった。
kotoshi wa shuukaku ga ookatta.
We had a good harvest this year.","収穫した野菜を食べる。
shuukaku shita yasai o taberu.
Eat the harvested vegetables."
155,収穫,しゅうかく,shuukaku,"Noun, Verb, Suru verb",harvest; crop; fruits (of one's labors),jlpt_n3,"二週間の休みを取る。
ni shuukan no yasumi o toru.
Take a two-week vacation.","一週間で仕上げる。
isshuukan de shiageru.
Finish it in a week.","週間予報をチェックする。
shuukan yohou o chiekku suru.
Check the weekly forecast."
156,週間,しゅうかん,shuukan,Noun,week,jlpt_n3,"週刊誌を買う。
shuukanshi o kau.
Buy a weekly magazine.","週刊誌の記事を読む。
shuukanshi no kiji o yomu.
Read the weekly magazine article.","週刊で発行されている。
shuukan de hakkou sarete iru.
It's published weekly."
157,週刊,しゅうかん,shuukan,Noun,weekly publication,jlpt_n3,"収入が増えた。
shuunyuu ga fueta.
My income increased.","月収入は三十万円だ。
gekkyuu shuunyuu wa sanjuu man en da.
My monthly income is 300,000 yen.","収入と支出のバランスを取る。
shuunyuu to shishutsu no baransu o toru.
Balance income and expenses."
158,収入,しゅうにゅう,shuunyuu,Noun,income; receipts; revenue; salary,jlpt_n3,"速度を落として運転する。
sokudo o otoshite unten suru.
Drive at a reduced speed.","作業の速度が上がった。
sagyou no sokudo ga agatta.
Work speed has increased.","速度制限を守る。
sokudo seigen o mamoru.
Observe the speed limit."
159,速度,そくど,sokudo,Noun,speed; velocity; pace; rate,jlpt_n3,"少しも眠くない。
sukoshimo nemukunai.
I'm not sleepy at all.","少しも変わっていない。
sukoshimo kawatte inai.
It hasn't changed at all.","少しも理解できなかった。
sukoshimo rikai dekinakatta.
I couldn't understand it at all."
160,少しも,すこしも,sukoshimo,Adverb,anything of; not one bit (with negative sentence),jlpt_n3,"大半の人が賛成した。
taihan no hito ga sansei shita.
The majority agreed.","仕事の大半が終わった。
shigoto no taihan ga owatta.
Most of the work is done.","一日の大半を仕事に費やす。
ichinichi no taihan o shigoto ni tsuiyasu.
Spend most of the day on work."
161,大半,たいはん,taihan,"Noun, Adverbial Noun",majority; more than half; most; largely; mainly,jlpt_n3,"スポーツ大会に出る。
supootsu taikai ni deru.
Participate in the sports meet.","大会で優勝した。
taikai de yuushou shita.
I won the tournament.","全国大会を目指す。
zenkoku taikai o mezasu.
Aim for the national competition."
162,大会,たいかい,taikai,Noun,convention; rally; conference; tournament;,jlpt_n3,"大した問題ではない。
taishita mondai de wa nai.
It's not a big problem.","大したことはない。
taishita koto wa nai.
It's nothing much.","大した金額だ。
taishita kingaku da.
It's a considerable amount."
163,大した,たいした,taishita,Pre-noun adjectival,considerable; great; important; significant; a big deal,jlpt_n3,"単なる噂だ。
tannaru uwasa da.
It's just a rumor.","単なる偶然だ。
tannaru guuzen da.
It's mere coincidence.","単なる言い訳に過ぎない。
tannaru iiwake ni suginai.
It's nothing but an excuse."
164,単なる,たんなる,tannaru,Pre-noun adjectival,mere; simple; sheer,jlpt_n3,"多少の差はある。
tashou no sa wa aru.
There's some difference.","多少遅れても大丈夫だ。
tashou okurete mo daijoubu da.
It's okay if we're a bit late.","多少なりとも役に立てたい。
tashou naritomo yaku ni tatetai.
I want to be of some help."
165,多少,たしょう,tashou,"Noun, Adverb",more or less; somewhat; a little; a few; some,jlpt_n3,"手品を見せる。
tejina o miseru.
Show a magic trick.","手品が得意だ。
tejina ga tokui da.
I'm good at magic tricks.","子供に手品を教える。
kodomo ni tejina o oshieru.
Teach the children magic tricks."
166,手品,てじな,tejina,Noun,magic trick; illusion,jlpt_n3,"哲学を学んでいる。
tetsugaku o manande iru.
I'm studying philosophy.","人生哲学を持っている。
jinsei tetsugaku o motte iru.
He has a life philosophy.","哲学的な問いだ。
tetsugaku teki na toi da.
It's a philosophical question."
167,哲学,てつがく,tetsugaku,Noun,philosophy,jlpt_n3,"試験前に徹夜した。
shiken mae ni tetsuya shita.
I pulled an all-nighter before the exam.","徹夜で仕事を終わらせた。
tetsuya de shigoto o owaraseta.
I finished the work by staying up all night.","徹夜は体に悪い。
tetsuya wa karada ni warui.
Staying up all night is bad for your health."
168,徹夜,てつや,tetsuya,"Noun, Verb, Suru verb",staying up all night,jlpt_n3,"土地を買った。
tochi o katta.
I bought land.","この土地は肥えている。
kono tochi wa koete iru.
This land is fertile.","土地の値段が上がった。
tochi no nedan ga agatta.
Land prices have risen."
169,土地,とち,tochi,Noun,plot of land; lot; soil,jlpt_n3,"都会の生活に憧れる。
tokai no seikatsu ni akogareru.
I long for city life.","都会育ちだ。
tokai sodachi da.
I was raised in the city.","都会は便利だが騒がしい。
tokai wa benri da ga sawagashii.
The city is convenient but noisy."
170,都会,とかい,tokai,Noun,(big) city,jlpt_n3,"ボタンが取れた。
botan ga toreta.
The button came off.","休みが取れない。
yasumi ga torenai.
I can't get time off.","良い席が取れた。
yoi seki ga toreta.
I got a good seat."
171,取れる,とれる,toreru,"Verb, Ichidan verb, Intransitive verb, Transitive verb",to come off; to be removed; to be obtainable,jlpt_n3,"話題を取り上げる。
wadai o toriageru.
Take up a topic.","落ちた物を取り上げる。
ochita mono o toriageru.
Pick up the dropped item.","電話を取り上げる。
denwa o toriageru.
Answer the phone."
172,取り上げる,とりあげる,toriageru,"Verb, Ichidan verb, Transitive verb",to pick up,jlpt_n3,"図書室で勉強する。
tosho shitsu de benkyou suru.
Study in the library.","図書カードを発行する。
tosho kaado o hakkou suru.
Issue a library card.","図書の貸し出しは無料だ。
tosho no kashidashi wa muryou da.
Book lending is free."
173,図書,としょ,tosho,Noun,books,jlpt_n3,"電車で通学している。
densha de tsuugaku shite iru.
I commute to school by train.","通学路を歩く。
tsuugakuro o aruku.
Walk the route to school.","通学に一時間かかる。
tsuugaku ni ichi jikan kakaru.
It takes an hour to get to school."
174,通学,つうがく,tsuugaku,"Noun, Verb, Suru verb",commuting to school; school commute,jlpt_n3,"手紙を受け取った。
tegami o uketotta.
I received a letter.","意味を正しく受け取る。
imi o tadashiku uketoru.
Understand the meaning correctly.","荷物を受け取りに来た。
nimotsu o uketori ni kita.
I came to pick up the package."
175,受け取る,うけとる,uketoru,"Verb, Godan verb, Transitive verb",to receive; to understand,jlpt_n3,"料理が上手い。
ryouri ga umai.
He's good at cooking.","上手いことを言う。
umai koto o iu.
Say something clever.","この店のラーメンは上手い。
kono mise no raamen wa umai.
This shop's ramen is delicious."
176,上手い,うまい,umai,"Adjective, い-adjective",skillful; delicious,jlpt_n3,"車の運転ができる。
kuruma no unten ga dekiru.
I can drive a car.","飲酒運転は絶対にダメだ。
inshu unten wa zettai ni dame da.
Drunk driving is absolutely not allowed.","運転免許を取った。
unten menkyo o totta.
I got my driver's license."
177,運転,うんてん,unten,"Noun, Verb, Suru verb",operation; driving,jlpt_n3,"この商品はよく売れる。
kono shouhin wa yoku ureru.
This product sells well.","本がベストセラーで売れた。
hon ga besutoseraa de ureta.
The book sold as a bestseller.","早く売り切れた。
hayaku urikireta.
It sold out quickly."
178,売れる,うれる,ureru,"Verb, Ichidan verb, Intransitive verb",to sell (well),jlpt_n3,"ケーキを四つに分ける。
keeki o yottsu ni wakeru.
Divide the cake into four.","兄弟で分けて食べる。
kyoudai de wakete taberu.
Share and eat with my siblings.","ゴミを分別する。
gomi o bunbetsu suru.
Sort the garbage."
179,分ける,わける,wakeru,"Verb, Ichidan verb, Transitive verb",to divide; to split; to part; to separate,jlpt_n3,"人の悪口を言わない。
hito no waruguchi o iwanai.
Don't speak ill of others.","悪口を言われた。
waruguchi o iwareta.
Someone said bad things about me.","悪口は聞かないようにする。
waruguchi wa kikanai you ni suru.
I try not to listen to gossip."
180,悪口,わるぐち,waruguchi,"Noun, Verb, Suru verb",slander; bad-mouthing; abuse; insult; speaking ill (of),jlpt_n3,"夜明け前に出発した。
yoake mae ni shuppatsu shita.
We left before dawn.","夜明けが美しかった。
yoake ga utsukushikatta.
The dawn was beautiful.","夜明けまで働いた。
yoake made hataraita.
I worked until dawn."
181,夜明け,よあけ,yoake,Noun,dawn; daybreak,jlpt_n3,"余分な物は捨てる。
yobun na mono wa suteru.
Throw away unnecessary things.","余分に作っておいた。
yobun ni tsukutte oita.
I made some extra.","余分なお金を貯金する。
yobun na okane o chokin suru.
Save extra money."
